year,municipality_code,municipality,gini_index
2010,250590,Emas,0.4662
1991,250600,Esperança,0.57
2000,250600,Esperança,0.5788
2010,250600,Esperança,0.5416
1991,250610,Fagundes,0.4859
2000,250610,Fagundes,0.6022
2010,250610,Fagundes,0.5213
1991,250620,Frei Martinho,0.5234
2000,250620,Frei Martinho,0.5115
2010,250620,Frei Martinho,0.5756
1991,250625,Gado Bravo,NA
2000,250625,Gado Bravo,0.5393
2010,250625,Gado Bravo,0.5641
1991,250630,Guarabira,0.5715
2000,250630,Guarabira,0.5454
2010,250630,Guarabira,0.5373
1991,250640,Gurinhém,0.4326
2000,250640,Gurinhém,0.5133
2010,250640,Gurinhém,0.4586
1991,250650,Gurjão,0.5417
2000,250650,Gurjão,0.4517
2010,250650,Gurjão,0.4618
1991,250660,Ibiara,0.5122
2000,250660,Ibiara,0.4955
2010,250660,Ibiara,0.5405
1991,250260,Igaracy,0.47
2000,250260,Igaracy,0.5239
2010,250260,Igaracy,0.5277
1991,250670,Imaculada,0.5493
2000,250670,Imaculada,0.5841
2010,250670,Imaculada,0.5208
1991,250680,Ingá,0.4333
2000,250680,Ingá,0.5127
2010,250680,Ingá,0.5013
1991,250690,Itabaiana,0.5033
2000,250690,Itabaiana,0.5233
2010,250690,Itabaiana,0.5022
1991,250700,Itaporanga,0.5423
2000,250700,Itaporanga,0.5655
2010,250700,Itaporanga,0.5072
1991,250710,Itapororoca,0.4623
2000,250710,Itapororoca,0.5274
2010,250710,Itapororoca,0.49
1991,250720,Itatuba,0.4677
2000,250720,Itatuba,0.5114
2010,250720,Itatuba,0.4989
1991,250730,Jacaraú,0.5064
2000,250730,Jacaraú,0.5832
2010,250730,Jacaraú,0.54990000000000006
1991,250740,Jericó,0.5069
2000,250740,Jericó,0.5228
2010,250740,Jericó,0.5118
1991,250750,João Pessoa,0.6322
2000,250750,João Pessoa,0.6245
2010,250750,João Pessoa,0.6287
1991,251365,Joca Claudino,NA
2000,251365,Joca Claudino,0.49
2010,251365,Joca Claudino,0.4374
1991,250760,Juarez Távora,0.476
2000,250760,Juarez Távora,0.4713
2010,250760,Juarez Távora,0.4906
1991,250770,Juazeirinho,0.5014
2000,250770,Juazeirinho,0.5029
2010,250770,Juazeirinho,0.5131
1991,250780,Junco do Seridó,0.4813
2000,250780,Junco do Seridó,0.5155
2010,250780,Junco do Seridó,0.4814
1991,250790,Juripiranga,0.4364
2000,250790,Juripiranga,0.5332
2010,250790,Juripiranga,0.5403
1991,250800,Juru,0.5296
2000,250800,Juru,0.5917
2010,250800,Juru,0.5185
1991,250810,Lagoa,0.4427
2000,250810,Lagoa,0.5257
2010,250810,Lagoa,0.4543
1991,250820,Lagoa de Dentro,0.6339
2000,250820,Lagoa de Dentro,0.5091
2010,250820,Lagoa de Dentro,0.5308
1991,250830,Lagoa Seca,0.6122
2000,250830,Lagoa Seca,0.5439
2010,250830,Lagoa Seca,0.5561
1991,250840,Lastro,0.4002
2000,250840,Lastro,0.4507
2010,250840,Lastro,0.4533
1991,250850,Livramento,0.6184
2000,250850,Livramento,0.5849
2010,250850,Livramento,0.5106
1991,250855,Logradouro,NA
2000,250855,Logradouro,0.5516
2010,250855,Logradouro,0.4282
1991,250860,Lucena,0.3802
2000,250860,Lucena,0.5655
2010,250860,Lucena,0.5625
1991,250870,Mãe d'Água,0.5949
2000,250870,Mãe d'Água,0.5125
2010,250870,Mãe d'Água,0.5019
1991,250880,Malta,0.4754
2000,250880,Malta,0.5782
2010,250880,Malta,0.5824
1991,250890,Mamanguape,0.4986
2000,250890,Mamanguape,0.547
2010,250890,Mamanguape,0.5411
1991,250900,Manaíra,0.4752
2000,250900,Manaíra,0.5438
2010,250900,Manaíra,0.5345
1991,250905,Marcação,NA
2000,250905,Marcação,0.5549
2010,250905,Marcação,0.5192
1991,250910,Mari,0.427
2000,250910,Mari,0.5224
2010,250910,Mari,0.4766
1991,250915,Marizópolis,NA
2000,250915,Marizópolis,0.5043
2010,250915,Marizópolis,0.5174
1991,250920,Massaranduba,0.4852
2000,250920,Massaranduba,0.5986
2010,250920,Massaranduba,0.4654
1991,250930,Mataraca,0.4309
2000,250930,Mataraca,0.5251
2010,250930,Mataraca,0.501
1991,250933,Matinhas,NA
2000,250933,Matinhas,0.4811
2010,250933,Matinhas,0.4411
1991,250937,Mato Grosso,NA
2000,250937,Mato Grosso,0.4351
2010,250937,Mato Grosso,0.4691
1991,250939,Maturéia,NA
2000,250939,Maturéia,0.6899
2010,250939,Maturéia,0.5226
1991,250940,Mogeiro,0.5221
2000,250940,Mogeiro,0.483
2010,250940,Mogeiro,0.504
1991,250950,Montadas,0.499
2000,250950,Montadas,0.5539
2010,250950,Montadas,0.4751
1991,250960,Monte Horebe,0.5825
2000,250960,Monte Horebe,0.6076
2010,250960,Monte Horebe,0.5487
1991,250970,Monteiro,0.5366
2000,250970,Monteiro,0.5781
2010,250970,Monteiro,0.5788
1991,250980,Mulungu,0.4533
2000,250980,Mulungu,0.5412
2010,250980,Mulungu,0.4982
1991,250990,Natuba,0.5523
2000,250990,Natuba,0.5188
2010,250990,Natuba,0.5442
1991,251000,Nazarezinho,0.5101
2000,251000,Nazarezinho,0.567
2010,251000,Nazarezinho,0.5196
1991,251010,Nova Floresta,0.5082
2000,251010,Nova Floresta,0.4865
2010,251010,Nova Floresta,0.5212
1991,251020,Nova Olinda,0.581
2000,251020,Nova Olinda,0.5914
2010,251020,Nova Olinda,0.5274
1991,251030,Nova Palmeira,0.4569
2000,251030,Nova Palmeira,0.4894
2010,251030,Nova Palmeira,0.4587
1991,251040,Olho d'Água,0.5056
2000,251040,Olho d'Água,0.6336
2010,251040,Olho d'Água,0.5557
1991,251050,Olivedos,0.4668
2000,251050,Olivedos,0.5075
2010,251050,Olivedos,0.509
1991,251060,Ouro Velho,0.4562
2000,251060,Ouro Velho,0.4787
2010,251060,Ouro Velho,0.483
1991,251065,Parari,NA
2000,251065,Parari,0.4634
2010,251065,Parari,0.4991
1991,251070,Passagem,0.5034
2000,251070,Passagem,0.5722
2010,251070,Passagem,0.5123
1991,251080,Patos,0.5972
2000,251080,Patos,0.5866
2010,251080,Patos,0.563
1991,251090,Paulista,0.5514
2000,251090,Paulista,0.558
2010,251090,Paulista,0.4969
1991,251100,Pedra Branca,0.5175
2000,251100,Pedra Branca,0.5808
2010,251100,Pedra Branca,0.5077
1991,251110,Pedra Lavrada,0.4364
2000,251110,Pedra Lavrada,0.4918
2010,251110,Pedra Lavrada,0.4945
1991,251120,Pedras de Fogo,0.54990000000000006
2000,251120,Pedras de Fogo,0.4922
2010,251120,Pedras de Fogo,0.5399
1991,251272,Pedro Régis,NA
2000,251272,Pedro Régis,0.502
2010,251272,Pedro Régis,0.5268
1991,251130,Piancó,0.5114
2000,251130,Piancó,0.5769
2010,251130,Piancó,0.5427
1991,251140,Picuí,0.5318
2000,251140,Picuí,0.5485
2010,251140,Picuí,0.5281
1991,251150,Pilar,0.4451
2000,251150,Pilar,0.5061
2010,251150,Pilar,0.4997
1991,251160,Pilões,0.5314
2000,251160,Pilões,0.4746
2010,251160,Pilões,0.5897
1991,251170,Pilõezinhos,0.4171
2000,251170,Pilõezinhos,0.5898
2010,251170,Pilõezinhos,0.4416
1991,251180,Pirpirituba,0.4373
2000,251180,Pirpirituba,0.5738
2010,251180,Pirpirituba,0.5303
1991,251190,Pitimbu,0.4799
2000,251190,Pitimbu,0.5445
2010,251190,Pitimbu,0.5106
1991,251200,Pocinhos,0.53
2000,251200,Pocinhos,0.5274
2010,251200,Pocinhos,0.4651
1991,251203,Poço Dantas,NA
2000,251203,Poço Dantas,0.7025
2010,251203,Poço Dantas,0.4921
1991,251207,Poço de José de Moura,NA
2000,251207,Poço de José de Moura,0.6152
2010,251207,Poço de José de Moura,0.4605
1991,251210,Pombal,0.5937
2000,251210,Pombal,0.5387
2010,251210,Pombal,0.537
1991,251220,Prata,0.6341
2000,251220,Prata,0.5588
2010,251220,Prata,0.4389
1991,251230,Princesa Isabel,0.547
2000,251230,Princesa Isabel,0.5531
2010,251230,Princesa Isabel,0.4803
1991,251240,Puxinanã,0.5406
2000,251240,Puxinanã,0.5518
2010,251240,Puxinanã,0.4575
1991,251250,Queimadas,0.4794
2000,251250,Queimadas,0.519
2010,251250,Queimadas,0.4687
1991,251260,Quixabá,0.3275
2000,251260,Quixabá,0.4277
2010,251260,Quixabá,0.4638
1991,251270,Remígio,0.5625
2000,251270,Remígio,0.5708
2010,251270,Remígio,0.5586
1991,251274,Riachão,NA
2000,251274,Riachão,0.5043
2010,251274,Riachão,0.5183
1991,251275,Riachão do Bacamarte,NA
2000,251275,Riachão do Bacamarte,0.4814
2010,251275,Riachão do Bacamarte,0.5016
1991,251276,Riachão do Poço,NA
2000,251276,Riachão do Poço,0.529
2010,251276,Riachão do Poço,0.4975
1991,251278,Riacho de Santo Antônio,NA
2000,251278,Riacho de Santo Antônio,0.4926
2010,251278,Riacho de Santo Antônio,0.4377
1991,251280,Riacho dos Cavalos,0.4546
2000,251280,Riacho dos Cavalos,0.5123
2010,251280,Riacho dos Cavalos,0.4431
1991,251290,Rio Tinto,0.4896
2000,251290,Rio Tinto,0.5416
2010,251290,Rio Tinto,0.5092
1991,251300,Salgadinho,0.4305
2000,251300,Salgadinho,0.562
2010,251300,Salgadinho,0.4661
1991,251310,Salgado de São Félix,0.4693
2000,251310,Salgado de São Félix,0.5153
2010,251310,Salgado de São Félix,0.512
1991,251315,Santa Cecília,NA
2000,251315,Santa Cecília,0.5141
2010,251315,Santa Cecília,0.4846
1991,251320,Santa Cruz,0.5163
2000,251320,Santa Cruz,0.5128
2010,251320,Santa Cruz,0.4592
1991,251330,Santa Helena,0.9242
2000,251330,Santa Helena,0.5328
2010,251330,Santa Helena,0.505
1991,251335,Santa Inês,NA
2000,251335,Santa Inês,0.5755
2010,251335,Santa Inês,0.5333
1991,251340,Santa Luzia,0.5356
2000,251340,Santa Luzia,0.5291
2010,251340,Santa Luzia,0.5184
1991,251370,Santa Rita,0.4674
2000,251370,Santa Rita,0.5084
2010,251370,Santa Rita,0.476
1991,251380,Santa Teresinha,0.4593
2000,251380,Santa Teresinha,0.4968
2010,251380,Santa Teresinha,0.5973
1991,251350,Santana de Mangueira,0.5834
2000,251350,Santana de Mangueira,0.5202
2010,251350,Santana de Mangueira,0.5484
1991,251360,Santana dos Garrotes,0.4986
2000,251360,Santana dos Garrotes,0.5371
2010,251360,Santana dos Garrotes,0.4896
1991,251385,Santo André,NA
2000,251385,Santo André,0.6061
2010,251385,Santo André,0.4681
1991,251392,São Bentinho,NA
2000,251392,São Bentinho,0.4353
2010,251392,São Bentinho,0.4655
1991,251390,São Bento,0.3891
2000,251390,São Bento,0.4889
2010,251390,São Bento,0.4802
1991,251396,São Domingos,NA
2000,251396,São Domingos,0.5931
2010,251396,São Domingos,0.457
1991,251394,São Domingos do Cariri,NA
2000,251394,São Domingos do Cariri,0.4624
2010,251394,São Domingos do Cariri,0.4803
1991,251398,São Francisco,NA
2000,251398,São Francisco,0.4734
2010,251398,São Francisco,0.4525
1991,251400,São João do Cariri,0.5442
2000,251400,São João do Cariri,0.4552
2010,251400,São João do Cariri,0.5335
1991,250070,São João do Rio do Peixe,0.5411
2000,250070,São João do Rio do Peixe,0.5977
2010,250070,São João do Rio do Peixe,0.5327
1991,251410,São João do Tigre,0.4028
2000,251410,São João do Tigre,0.6302
2010,251410,São João do Tigre,0.5166
1991,251420,São José da Lagoa Tapada,0.6311
2000,251420,São José da Lagoa Tapada,0.5291
2010,251420,São José da Lagoa Tapada,0.4949
1991,251430,São José de Caiana,0.5004
2000,251430,São José de Caiana,0.5616
2010,251430,São José de Caiana,0.4469
1991,251440,São José de Espinharas,0.4311
2000,251440,São José de Espinharas,0.4894
2010,251440,São José de Espinharas,0.4501
1991,251450,São José de Piranhas,0.553
2000,251450,São José de Piranhas,0.5662
2010,251450,São José de Piranhas,0.5023
1991,251455,São José de Princesa,NA
2000,251455,São José de Princesa,0.5514
2010,251455,São José de Princesa,0.4548
1991,251460,São José do Bonfim,0.4399
2000,251460,São José do Bonfim,0.4572
2010,251460,São José do Bonfim,0.4846
1991,251465,São José do Brejo do Cruz,NA
2000,251465,São José do Brejo do Cruz,0.403
2010,251465,São José do Brejo do Cruz,0.465
1991,251470,São José do Sabugi,0.4238
2000,251470,São José do Sabugi,0.4531
2010,251470,São José do Sabugi,0.4348
1991,251480,São José dos Cordeiros,0.4843
2000,251480,São José dos Cordeiros,0.4924
2010,251480,São José dos Cordeiros,0.4903
1991,251445,São José dos Ramos,NA
2000,251445,São José dos Ramos,0.5687
2010,251445,São José dos Ramos,0.5136
1991,251490,São Mamede,0.4586
2000,251490,São Mamede,0.5653
2010,251490,São Mamede,0.5267
1991,251500,São Miguel de Taipu,0.3959
2000,251500,São Miguel de Taipu,0.4637
2010,251500,São Miguel de Taipu,0.4897
1991,251510,São Sebastião de Lagoa de Roça,0.5913
2000,251510,São Sebastião de Lagoa de Roça,0.6467
2010,251510,São Sebastião de Lagoa de Roça,0.4873
1991,251520,São Sebastião do Umbuzeiro,0.4558
2000,251520,São Sebastião do Umbuzeiro,0.449
2010,251520,São Sebastião do Umbuzeiro,0.4681
1991,251530,Sapé,0.4799
2000,251530,Sapé,0.5322
2010,251530,Sapé,0.5176
1991,251540,Seridó,0.4534
2000,251540,Seridó,0.545
2010,251540,Seridó,0.481
1991,251550,Serra Branca,0.5847
2000,251550,Serra Branca,0.5257
2010,251550,Serra Branca,0.4863
1991,251560,Serra da Raiz,0.4989
2000,251560,Serra da Raiz,0.4475
2010,251560,Serra da Raiz,0.4996
1991,251570,Serra Grande,0.5062
2000,251570,Serra Grande,0.5661
2010,251570,Serra Grande,0.4792
1991,251580,Serra Redonda,0.4821
2000,251580,Serra Redonda,0.4951
2010,251580,Serra Redonda,0.4902
1991,251590,Serraria,0.5442
2000,251590,Serraria,0.5787
2010,251590,Serraria,0.5151
1991,251593,Sertãozinho,NA
2000,251593,Sertãozinho,0.5011
2010,251593,Sertãozinho,0.4742
1991,251597,Sobrado,NA
2000,251597,Sobrado,0.5202
2010,251597,Sobrado,0.4921
1991,251600,Solânea,0.617
2000,251600,Solânea,0.6293
2010,251600,Solânea,0.5773
1991,251610,Soledade,0.5295
2000,251610,Soledade,0.5807
2010,251610,Soledade,0.5216
1991,251615,Sossêgo,NA
2000,251615,Sossêgo,0.4589
2010,251615,Sossêgo,0.4987
1991,251620,Sousa,0.56
2000,251620,Sousa,0.5861
2010,251620,Sousa,0.5475
1991,251630,Sumé,0.482
2000,251630,Sumé,0.5308
2010,251630,Sumé,0.5055
1991,251640,Tacima,0.5832
2000,251640,Tacima,0.5919
2010,251640,Tacima,0.4933
1991,251650,Taperoá,0.5081
2000,251650,Taperoá,0.5558
2010,251650,Taperoá,0.4917
1991,251660,Tavares,0.5841
2000,251660,Tavares,0.4957
2010,251660,Tavares,0.5317
1991,251670,Teixeira,0.5225
2000,251670,Teixeira,0.6117
2010,251670,Teixeira,0.5611
1991,251675,Tenório,NA
2000,251675,Tenório,0.4345
2010,251675,Tenório,0.4288
1991,251680,Triunfo,0.6136
2000,251680,Triunfo,0.5331
2010,251680,Triunfo,0.4869
1991,251690,Uiraúna,0.5723
2000,251690,Uiraúna,0.6355
2010,251690,Uiraúna,0.5482
1991,251700,Umbuzeiro,0.4554
2000,251700,Umbuzeiro,0.6302
2010,251700,Umbuzeiro,0.5487
1991,251710,Várzea,0.4389
2000,251710,Várzea,0.4279
2010,251710,Várzea,0.4078
1991,251720,Vieirópolis,NA
2000,251720,Vieirópolis,0.5576
2010,251720,Vieirópolis,0.4526
1991,250550,Vista Serrana,0.531
2000,250550,Vista Serrana,0.4266
2010,250550,Vista Serrana,0.4755
1991,251740,Zabelê,NA
2000,251740,Zabelê,0.4101
2010,251740,Zabelê,0.4361
1991,260005,Abreu e Lima,0.4723
2000,260005,Abreu e Lima,0.4819
2010,260005,Abreu e Lima,0.4676
1991,260010,Afogados da Ingazeira,0.5908
2000,260010,Afogados da Ingazeira,0.66
2010,260010,Afogados da Ingazeira,0.5762
1991,260020,Afrânio,0.4968
2000,260020,Afrânio,0.571
2010,260020,Afrânio,0.5333
1991,260030,Agrestina,0.5095
2000,260030,Agrestina,0.606
2010,260030,Agrestina,0.5072
1991,260040,Água Preta,0.5211
2000,260040,Água Preta,0.5799
2010,260040,Água Preta,0.503
1991,260050,Águas Belas,0.5303
2000,260050,Águas Belas,0.6411
2010,260050,Águas Belas,0.5922
1991,260060,Alagoinha,0.539
2000,260060,Alagoinha,0.5576
2010,260060,Alagoinha,0.4997
1991,260070,Aliança,0.5118
2000,260070,Aliança,0.5314
2010,260070,Aliança,0.5148
1991,260080,Altinho,0.505
2000,260080,Altinho,0.5687
2010,260080,Altinho,0.521
1991,260090,Amaraji,0.5466
2000,260090,Amaraji,0.5094
2010,260090,Amaraji,0.503
1991,260100,Angelim,0.5687
2000,260100,Angelim,0.6149
2010,260100,Angelim,0.5898
1991,260105,Araçoiaba,NA
2000,260105,Araçoiaba,0.5553
2010,260105,Araçoiaba,0.4599
1991,260110,Araripina,0.6035
2000,260110,Araripina,0.6722
2010,260110,Araripina,0.5653
1991,260120,Arcoverde,0.5708
2000,260120,Arcoverde,0.6162
2010,260120,Arcoverde,0.597
1991,260130,Barra de Guabiraba,0.4372
2000,260130,Barra de Guabiraba,0.5298
2010,260130,Barra de Guabiraba,0.5252
1991,260140,Barreiros,0.7333
2000,260140,Barreiros,0.587
2010,260140,Barreiros,0.575
1991,260150,Belém de Maria,0.5331
2000,260150,Belém de Maria,0.5734
2010,260150,Belém de Maria,0.4714
1991,260160,Belém do São Francisco,0.5546
2000,260160,Belém do São Francisco,0.6134
2010,260160,Belém do São Francisco,0.6285
1991,260170,Belo Jardim,0.5205
2000,260170,Belo Jardim,0.551
2010,260170,Belo Jardim,0.5181
1991,260180,Betânia,0.5102
2000,260180,Betânia,0.5107
2010,260180,Betânia,0.553
1991,260190,Bezerros,0.5122
2000,260190,Bezerros,0.5551
2010,260190,Bezerros,0.536
1991,260200,Bodocó,0.6528
2000,260200,Bodocó,0.6459
2010,260200,Bodocó,0.5523
1991,260210,Bom Conselho,0.6195
2000,260210,Bom Conselho,0.6041
2010,260210,Bom Conselho,0.6288
1991,260220,Bom Jardim,0.473
2000,260220,Bom Jardim,0.5712
2010,260220,Bom Jardim,0.4957
1991,260230,Bonito,0.5325
2000,260230,Bonito,0.6437
2010,260230,Bonito,0.5673
1991,260240,Brejão,0.485
2000,260240,Brejão,0.4803
2010,260240,Brejão,0.4924
1991,260250,Brejinho,0.5972
2000,260250,Brejinho,0.6028
2010,260250,Brejinho,0.4978
1991,260260,Brejo da Madre de Deus,0.4753
2000,260260,Brejo da Madre de Deus,0.5107
2010,260260,Brejo da Madre de Deus,0.4796
1991,260270,Buenos Aires,0.4372
2000,260270,Buenos Aires,0.4699
2010,260270,Buenos Aires,0.4576
1991,260280,Buíque,0.5562
2000,260280,Buíque,0.6205
2010,260280,Buíque,0.5787
1991,260290,Cabo de Santo Agostinho,0.5097
2000,260290,Cabo de Santo Agostinho,0.5655
2010,260290,Cabo de Santo Agostinho,0.5586
1991,260300,Cabrobó,0.5793
2000,260300,Cabrobó,0.586
2010,260300,Cabrobó,0.5944
1991,260310,Cachoeirinha,0.603
2000,260310,Cachoeirinha,0.5401
2010,260310,Cachoeirinha,0.4989
1991,260320,Caetés,0.4484
2000,260320,Caetés,0.5608
2010,260320,Caetés,0.6031
1991,260330,Calçado,0.5108
2000,260330,Calçado,0.5174
2010,260330,Calçado,0.537
1991,260340,Calumbi,0.5266
2000,260340,Calumbi,0.5928
2010,260340,Calumbi,0.5433
1991,260345,Camaragibe,0.5391
2000,260345,Camaragibe,0.5929
2010,260345,Camaragibe,0.532
1991,260350,Camocim de São Félix,0.5698
2000,260350,Camocim de São Félix,0.5739
2010,260350,Camocim de São Félix,0.5351
1991,260360,Camutanga,0.6047
2000,260360,Camutanga,0.5432
2010,260360,Camutanga,0.4872
1991,260370,Canhotinho,0.5189
2000,260370,Canhotinho,0.5951
2010,260370,Canhotinho,0.5374
1991,260380,Capoeiras,0.5076
2000,260380,Capoeiras,0.5055
2010,260380,Capoeiras,0.5067
1991,260390,Carnaíba,0.5662
2000,260390,Carnaíba,0.595
2010,260390,Carnaíba,0.539
1991,260392,Carnaubeira da Penha,NA
2000,260392,Carnaubeira da Penha,0.6099
2010,260392,Carnaubeira da Penha,0.566
1991,260400,Carpina,0.5667
2000,260400,Carpina,0.6623
2010,260400,Carpina,0.521
1991,260410,Caruaru,0.5614
2000,260410,Caruaru,0.5786
2010,260410,Caruaru,0.5422
1991,260415,Casinhas,NA
2000,260415,Casinhas,0.6039
2010,260415,Casinhas,0.4535
1991,260420,Catende,0.5756
2000,260420,Catende,0.5731
2010,260420,Catende,0.5552
1991,260430,Cedro,0.5105
2000,260430,Cedro,0.6222
2010,260430,Cedro,0.5618
1991,260440,Chã de Alegria,0.4554
2000,260440,Chã de Alegria,0.5582
2010,260440,Chã de Alegria,0.463
1991,260450,Chã Grande,0.577
2000,260450,Chã Grande,0.4596
2010,260450,Chã Grande,0.5582
1991,260460,Condado,0.5962
2000,260460,Condado,0.5462
2010,260460,Condado,0.5405
1991,260470,Correntes,0.6099
2000,260470,Correntes,0.6709
2010,260470,Correntes,0.5266
1991,260480,Cortês,0.4845
2000,260480,Cortês,0.519
2010,260480,Cortês,0.4822
1991,260490,Cumaru,0.5653
2000,260490,Cumaru,0.6497
2010,260490,Cumaru,0.5049
1991,260500,Cupira,0.5184
2000,260500,Cupira,0.589
2010,260500,Cupira,0.5069
1991,260510,Custódia,0.5618
2000,260510,Custódia,0.6114
2010,260510,Custódia,0.5359
1991,260515,Dormentes,NA
2000,260515,Dormentes,0.569
2010,260515,Dormentes,0.4708
1991,260520,Escada,0.5151
2000,260520,Escada,0.5349
2010,260520,Escada,0.4729
1991,260530,Exu,0.5531
2000,260530,Exu,0.6304
2010,260530,Exu,0.5728
1991,260540,Feira Nova,0.4732
2000,260540,Feira Nova,0.5427
2010,260540,Feira Nova,0.4905
1991,260545,Fernando de Noronha,0.3443
2000,260545,Fernando de Noronha,0.503
2010,260545,Fernando de Noronha,0.4605
1991,260550,Ferreiros,0.5508
2000,260550,Ferreiros,0.5525
2010,260550,Ferreiros,0.5106
1991,260560,Flores,0.5812
2000,260560,Flores,0.5432
2010,260560,Flores,0.5172
1991,260570,Floresta,0.5651
2000,260570,Floresta,0.6305
2010,260570,Floresta,0.5244
1991,260580,Frei Miguelinho,0.4808
2000,260580,Frei Miguelinho,0.5551
2010,260580,Frei Miguelinho,0.4807
1991,260590,Gameleira,0.5064
2000,260590,Gameleira,0.5321
2010,260590,Gameleira,0.4828
1991,260600,Garanhuns,0.6088
2000,260600,Garanhuns,0.6125
2010,260600,Garanhuns,0.599
1991,260610,Glória do Goitá,0.5035
2000,260610,Glória do Goitá,0.5326
2010,260610,Glória do Goitá,0.5287
1991,260620,Goiana,0.5612
2000,260620,Goiana,0.5559
2010,260620,Goiana,0.5569
1991,260630,Granito,0.4866
2000,260630,Granito,0.6164
2010,260630,Granito,0.5438
1991,260640,Gravatá,0.5196
2000,260640,Gravatá,0.566
2010,260640,Gravatá,0.5403
1991,260650,Iati,0.476
2000,260650,Iati,0.5969
2010,260650,Iati,0.5607
1991,260660,Ibimirim,0.4911
2000,260660,Ibimirim,0.6408
2010,260660,Ibimirim,0.523
1991,260670,Ibirajuba,0.5541
2000,260670,Ibirajuba,0.6257
2010,260670,Ibirajuba,0.4756
1991,260680,Igarassu,0.5284
2000,260680,Igarassu,0.5622
2010,260680,Igarassu,0.4988
1991,260690,Iguaraci,0.5783
2000,260690,Iguaraci,0.6009
2010,260690,Iguaraci,0.549
1991,260760,Ilha de Itamaracá,0.5558
2000,260760,Ilha de Itamaracá,0.604
2010,260760,Ilha de Itamaracá,0.6125
1991,260700,Inajá,0.4624
2000,260700,Inajá,0.6988
2010,260700,Inajá,0.6093
1991,260710,Ingazeira,0.5394
2000,260710,Ingazeira,0.5793
2010,260710,Ingazeira,0.5324
1991,260720,Ipojuca,0.4618
2000,260720,Ipojuca,0.5497
2010,260720,Ipojuca,0.5213
1991,260730,Ipubi,0.5763
2000,260730,Ipubi,0.6703
2010,260730,Ipubi,0.5308
1991,260740,Itacuruba,0.6278
2000,260740,Itacuruba,0.5863
2010,260740,Itacuruba,0.4693
1991,260750,Itaíba,0.5757
2000,260750,Itaíba,0.6148
2010,260750,Itaíba,0.5217
1991,260765,Itambé,0.5798
2000,260765,Itambé,0.5625
2010,260765,Itambé,0.534
1991,260770,Itapetim,0.5236
2000,260770,Itapetim,0.5943
2010,260770,Itapetim,0.5593
1991,260775,Itapissuma,0.5028
2000,260775,Itapissuma,0.5762
2010,260775,Itapissuma,0.5574
1991,260780,Itaquitinga,0.4884
2000,260780,Itaquitinga,0.5798
2010,260780,Itaquitinga,0.4628
1991,260790,Jaboatão dos Guararapes,0.6223
2000,260790,Jaboatão dos Guararapes,0.6469
2010,260790,Jaboatão dos Guararapes,0.5961
1991,260795,Jaqueira,NA
2000,260795,Jaqueira,0.5397
2010,260795,Jaqueira,0.5894
1991,260800,Jataúba,0.4552
2000,260800,Jataúba,0.5796
2010,260800,Jataúba,0.4966
1991,260805,Jatobá,NA
2000,260805,Jatobá,0.6246
2010,260805,Jatobá,0.58
1991,260810,João Alfredo,0.4914
2000,260810,João Alfredo,0.5561
2010,260810,João Alfredo,0.5035
1991,260820,Joaquim Nabuco,0.4772
2000,260820,Joaquim Nabuco,0.5672
2010,260820,Joaquim Nabuco,0.501
1991,260825,Jucati,NA
2000,260825,Jucati,0.5357
2010,260825,Jucati,0.5123
1991,260830,Jupi,0.4485
2000,260830,Jupi,0.6144
2010,260830,Jupi,0.5052
1991,260840,Jurema,0.4956
2000,260840,Jurema,0.616
2010,260840,Jurema,0.5139
1991,260850,Lagoa de Itaenga,0.4239
2000,260850,Lagoa de Itaenga,0.5187
2010,260850,Lagoa de Itaenga,0.4681
1991,260845,Lagoa do Carro,NA
2000,260845,Lagoa do Carro,0.5584
2010,260845,Lagoa do Carro,0.455
1991,260860,Lagoa do Ouro,0.5843
2000,260860,Lagoa do Ouro,0.6275
2010,260860,Lagoa do Ouro,0.5188
1991,260870,Lagoa dos Gatos,0.4938
2000,260870,Lagoa dos Gatos,0.6152
2010,260870,Lagoa dos Gatos,0.5057
1991,260875,Lagoa Grande,NA
2000,260875,Lagoa Grande,0.5961
2010,260875,Lagoa Grande,0.5267
1991,260880,Lajedo,0.5817
2000,260880,Lajedo,0.5881
2010,260880,Lajedo,0.5094
1991,260890,Limoeiro,0.5394
2000,260890,Limoeiro,0.5476
2010,260890,Limoeiro,0.5282
1991,260900,Macaparana,0.5653
2000,260900,Macaparana,0.5559
2010,260900,Macaparana,0.5139
1991,260910,Machados,0.4616
2000,260910,Machados,0.5715
2010,260910,Machados,0.5063
1991,260915,Manari,NA
2000,260915,Manari,0.7122
2010,260915,Manari,0.5438
1991,260920,Maraial,0.5416
2000,260920,Maraial,0.5296
2010,260920,Maraial,0.5489
1991,260930,Mirandiba,0.5315
2000,260930,Mirandiba,0.5422
2010,260930,Mirandiba,0.5992
1991,261430,Moreilândia,0.5437
2000,261430,Moreilândia,0.5648
2010,261430,Moreilândia,0.542
1991,260940,Moreno,0.4966
2000,260940,Moreno,0.5075
2010,260940,Moreno,0.5259
1991,260950,Nazaré da Mata,0.6115
2000,260950,Nazaré da Mata,0.5797
2010,260950,Nazaré da Mata,0.5107
1991,260960,Olinda,0.6086
2000,260960,Olinda,0.6053
2010,260960,Olinda,0.5678
1991,260970,Orobó,0.4584
2000,260970,Orobó,0.6114
2010,260970,Orobó,0.5315
